student_id,name,email,phone,batch_id,section,department,scheme,primary_campus,time_slot,year,semester,enrollment_date,gender,date_of_birth,address,guardian_name,guardian_phone,status,roll_number,admission_category,hostel_required,transport_required,emergency_contact,blood_group,previous_education,entrance_exam_score,scholarship_eligible,assigned_teacher_id
STU226903,Quincy Nazareth,stu226903@university.edu,1496453416,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-12-10,Other,2005-09-02,93/069; Vohra Marg Katni-209137,Kai Narayan,+915604453844,Active,B34003,OBC,No,No,0085525114,O+,Higher Secondary Education,67,No,TCH1036
STU226904,Theodore Malhotra,stu226904@university.edu,04883429684,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-04-29,Male,2004-08-09,06/27 Jaggi Circle; Bidhannagar 120838,Nilima Handa,+910426865020,Active,B34004,SC,Yes,Yes,1796747011,A+,Higher Secondary Education,81,No,TCH1067
STU226905,Banjeet Singhal,stu226905@university.edu,05000370355,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-04-25,Male,2008-06-14,H.No. 685 Comar Nagar; Phusro-855771,Tanveer Wadhwa,+917210079869,Active,B34005,ST,Yes,No,06518853390,B-,Higher Secondary Education,77,Yes,TCH1051
STU226906,Shivani Nath,stu226906@university.edu,+910546648603,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-12-17,Female,2007-04-02,H.No. 77; Rege Nagaon-902557,Gavin Pingle,1056267198,Active,B34006,SC,Yes,Yes,+913956433821,B+,Higher Secondary Education,84,Yes,TCH1092
STU226907,Abhimanyu Guha,stu226907@university.edu,09021463213,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-12-26,Other,2003-09-11,53/09 Malhotra Ganj Jalna-193759,Sudiksha Padmanabhan,07872182798,Active,B34007,General,No,Yes,09681371563,B+,Higher Secondary Education,68,Yes,TCH1006
STU226908,Forum Bose,stu226908@university.edu,5597891807,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-12-27,Male,2006-03-08,H.No. 08; Contractor; Machilipatnam-828916,Pahal Apte,09775182393,Active,B34008,General,Yes,Yes,09600538579,O-,Higher Secondary Education,61,No,TCH1086
STU226909,Faris Parmer,stu226909@university.edu,07473100838,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-05-16,Other,2003-03-13,89/89; Gara Chowk Saharanpur 758081,Yashasvi Dada,3151881347,Active,B34009,General,Yes,No,02112830479,A+,Higher Secondary Education,91,Yes,TCH1080
STU226910,Azad Wali,stu226910@university.edu,+919202073267,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-01-23,Male,2006-10-08,38/62 Bhat; Satara 284723,Vyanjana Anand,09082581934,Active,B34010,General,No,Yes,05697234182,O-,Higher Secondary Education,72,No,TCH1043
STU226911,Faris Ganesan,stu226911@university.edu,3338068524,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-06-27,Male,2003-01-13,H.No. 928 Sinha Street Korba 456309,Azaan Kala,1129285608,Active,B34011,EWS,No,Yes,00177789321,O-,Higher Secondary Education,69,No,TCH1043
STU226912,Anusha Trivedi,stu226912@university.edu,+916574510479,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-06,Female,2007-02-06,H.No. 05; Singh Path; Ludhiana-281579,Chaitanya Raju,03252583983,Active,B34012,EWS,Yes,Yes,5666665153,O+,Higher Secondary Education,62,Yes,TCH1061
STU226913,Daniel Sankaran,stu226913@university.edu,3021892603,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-08-25,Male,2006-02-19,02/790; Doshi Marg; Kolhapur 262303,Meghana Nanda,7844309046,Active,B34013,SC,No,No,9886861509,AB-,Higher Secondary Education,85,Yes,TCH1018
STU226914,Oeshi Singhal,stu226914@university.edu,7509955484,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-11-10,Female,2005-10-10,07; Dutta Ramagundam-524260,Dalbir Gour,1929800492,Active,B34014,EWS,No,No,05735225562,B+,Higher Secondary Education,67,Yes,TCH1005
STU226915,Eshana Sarna,stu226915@university.edu,07094812245,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-04-17,Male,2002-11-23,12; Walia Zila; Junagadh 200149,David Kade,9068712397,Active,B34015,General,No,Yes,3963914431,AB-,Higher Secondary Education,84,No,TCH1061
STU226916,Urishilla Murty,stu226916@university.edu,1434865219,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-02-16,Other,2003-09-07,40 Kadakia Circle; Gorakhpur 054627,Om Jhaveri,06216661100,Active,B34016,ST,Yes,Yes,0307514085,AB+,Higher Secondary Education,64,Yes,TCH1017
STU226917,Ronith Oommen,stu226917@university.edu,7371478624,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-06-23,Other,2007-10-28,H.No. 993 Sharaf Path; Raiganj 144609,Watika Mutti,6105519818,Active,B34017,EWS,Yes,Yes,2563514281,AB+,Higher Secondary Education,70,Yes,TCH1071
STU226918,Krish Bhatnagar,stu226918@university.edu,+911445144757,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-07-04,Other,2006-09-20,745 Savant Street; Ramgarh 857050,Zinal Shan,05559401383,Active,B34018,OBC,No,No,4117826136,O+,Higher Secondary Education,80,No,TCH1038
STU226919,Maya Pant,stu226919@university.edu,03735489274,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-07-20,Male,2006-03-31,91 Kapadia Ganj Jammu-095401,Omya Palan,+913034939190,Active,B34019,EWS,No,No,+916406193604,AB+,Higher Secondary Education,94,No,TCH1077
STU226920,Sara Gour,stu226920@university.edu,00573295189,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-05-13,Female,2007-10-22,H.No. 881 Gole; Guna 789121,Qadim Balakrishnan,02457092862,Active,B34020,EWS,Yes,No,05258532400,B-,Higher Secondary Education,95,No,TCH1066
STU226921,Ucchal Shan,stu226921@university.edu,+911630958403,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-04-03,Other,2002-12-13,85/819 Mital Road Jalna-148520,Patrick Pingle,7434046705,Active,B34021,EWS,No,No,+919448522099,A+,Higher Secondary Education,85,Yes,TCH1019
STU226922,Vedika Raval,stu226922@university.edu,01676442274,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-01-27,Other,2004-01-19,02/677; Seth Zila; Sikar 851436,Zayan Chopra,09610730426,Active,B34022,General,No,No,+917380436968,A+,Higher Secondary Education,82,Yes,TCH1014
STU226923,Yash Char,stu226923@university.edu,5606894905,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-01-25,Male,2006-12-08,64; Kapur Street; Karimnagar 717879,Gautam Kata,07752898561,Active,B34023,General,No,No,04610831269,O-,Higher Secondary Education,72,Yes,TCH1069
STU226924,Xiti Kalita,stu226924@university.edu,4444193690,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-04-26,Female,2003-03-18,92 Bal Marg; Amaravati 248200,Aradhana Bahri,+916166918843,Active,B34024,OBC,Yes,Yes,9161167213,B-,Higher Secondary Education,73,Yes,TCH1050
STU226925,Manya Contractor,stu226925@university.edu,5406209490,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-02-04,Female,2007-03-17,80/50 Ravi; Haridwar-098877,Omya Ghosh,7675475866,Active,B34025,General,No,Yes,+917381270483,O-,Higher Secondary Education,68,No,TCH1030
STU226926,Gaurang Mallick,stu226926@university.edu,08795467669,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-19,Male,2005-12-24,49/40 Borah Street; Anand 045219,Udyati Seth,5700679619,Active,B34026,OBC,No,Yes,1622447875,B-,Higher Secondary Education,69,No,TCH1029
STU226927,Dalaja Issac,stu226927@university.edu,03152961800,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-12-09,Male,2003-08-20,H.No. 013; Khanna Path Aizawl 746659,Tristan Tailor,01905382153,Active,B34027,SC,No,Yes,08156440779,AB+,Higher Secondary Education,65,No,TCH1023
STU226928,Vamakshi Agarwal,stu226928@university.edu,+914740238192,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-07-11,Female,2007-08-16,59/63; Venkataraman Nagar Adoni-197839,Indrajit Mandal,9945225627,Active,B34028,OBC,Yes,Yes,+918207715260,B+,Higher Secondary Education,67,Yes,TCH1042
STU226929,Triya Parikh,stu226929@university.edu,4811161003,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-02-09,Other,2003-04-12,956; Amble Marg; Ballia-977565,Mohammed Nair,7785215358,Active,B34029,SC,No,No,+912575419013,A+,Higher Secondary Education,69,No,TCH1053
STU226930,Nachiket Halder,stu226930@university.edu,6738303282,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-09-01,Male,2006-06-21,73/09 Sachdeva Circle Delhi 939290,Ria Sridhar,0863760194,Active,B34030,General,No,Yes,+912904917782,A+,Higher Secondary Education,91,Yes,TCH1032
STU226931,Xalak Manne,stu226931@university.edu,+915564441218,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-12,Female,2004-06-04,210 Dave Nagar Phagwara-949471,Indali Dube,03895515151,Active,B34031,EWS,No,Yes,+913286122595,A+,Higher Secondary Education,81,Yes,TCH1091
STU226932,Kashvi Dani,stu226932@university.edu,+915652234962,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-06-26,Other,2003-09-19,H.No. 016; Johal Path Vasai-Virar 661581,Nitara Nanda,2539779228,Active,B34032,ST,Yes,No,+915233910281,B-,Higher Secondary Education,91,Yes,TCH1008
STU226933,Sarthak Loke,stu226933@university.edu,+918212160647,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-12-20,Male,2007-08-05,32/76 Mukherjee Ganj Aurangabad-349800,George Bala,3463838070,Active,B34033,OBC,Yes,No,+913785215677,A+,Higher Secondary Education,78,No,TCH1003
STU226934,Yahvi Bhat,stu226934@university.edu,2164815301,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-06-23,Male,2006-10-30,85/83; Badami Zila; Nandyal-535856,Zinal Keer,+915394304076,Active,B34034,General,No,No,7164559048,O+,Higher Secondary Education,73,No,TCH1026
STU226935,Shivani Wali,stu226935@university.edu,+914408252534,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-06-26,Male,2008-03-08,02/573 Randhawa Road; Hosur-850049,Manbir Saini,9515340902,Active,B34035,SC,No,No,+916096098543,A+,Higher Secondary Education,65,Yes,TCH1077
STU226936,Priya Mistry,stu226936@university.edu,09376146513,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-03-13,Female,2003-02-16,32 Contractor Chowk Kadapa 816968,Laban Doshi,3867934858,Active,B34036,OBC,Yes,Yes,6604825971,O+,Higher Secondary Education,94,No,TCH1055
STU226937,Upadhriti Sachar,stu226937@university.edu,9806842656,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-05,Female,2007-08-21,H.No. 997; Vora Chowk; Jehanabad-256087,Suhani Lad,9931233445,Active,B34037,SC,No,No,+919580411271,O+,Higher Secondary Education,92,Yes,TCH1049
STU226938,Irya Balasubramanian,stu226938@university.edu,5111312916,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-01-19,Male,2005-07-29,H.No. 529 Bawa Marg; Hazaribagh 439313,Upma Patil,+911126154743,Active,B34038,OBC,Yes,No,5104800750,A-,Higher Secondary Education,86,No,TCH1025
STU226939,Chandresh Naik,stu226939@university.edu,5827668903,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-04-21,Other,2005-12-06,43 Agarwal Road; Amroha-173255,Qushi Agrawal,07869376325,Active,B34039,EWS,Yes,No,3668567717,A+,Higher Secondary Education,64,No,TCH1049
STU226940,Utkarsh Mand,stu226940@university.edu,8608798120,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-10-20,Other,2004-07-22,H.No. 641; Bali Nagar; Loni 492804,Yashoda Modi,4463357807,Active,B34040,ST,Yes,Yes,05509015147,O-,Higher Secondary Education,74,Yes,TCH1035
STU226941,Indrajit Kakar,stu226941@university.edu,5417266173,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-05-09,Female,2004-06-06,27/73 Chaudry Street; Chinsurah 234137,Vedika Grewal,1977876046,Active,B34041,EWS,Yes,Yes,3468121989,AB+,Higher Secondary Education,84,No,TCH1021
STU226942,Nisha Pandit,stu226942@university.edu,6727258500,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-01-24,Male,2006-09-23,96/093; Pradhan Road; Amroha-489099,Krishna Dugar,+916697637613,Active,B34042,EWS,Yes,Yes,+917623350620,B+,Higher Secondary Education,76,Yes,TCH1080
STU226943,Xavier Saraf,stu226943@university.edu,+919658450780,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-10-09,Other,2004-02-17,13/47; Barad; Katihar 350749,Ayaan Kulkarni,+916020512721,Active,B34043,ST,No,No,5120713587,O-,Higher Secondary Education,73,Yes,TCH1032
STU226944,Mitesh Nagi,stu226944@university.edu,0943486092,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-05-02,Male,2006-11-14,26/94; Borah Jalandhar 414492,Sanya Anand,5770303665,Active,B34044,SC,Yes,Yes,1242358058,A-,Higher Secondary Education,75,Yes,TCH1018
STU226945,Dayamai Swamy,stu226945@university.edu,05282512000,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-09,Male,2002-10-14,407; Arora Street; Thanjavur 729031,Nirja Borra,+917741659784,Active,B34045,ST,Yes,No,+918540785204,AB+,Higher Secondary Education,85,Yes,TCH1046
STU226946,Andrew Bhatnagar,stu226946@university.edu,08301944586,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-11-23,Other,2003-10-27,73/38; Dhillon Circle Miryalaguda 856317,Inaya Sekhon,07222362232,Active,B34046,OBC,No,No,+910447447872,AB-,Higher Secondary Education,61,No,TCH1093
STU226947,Daksha Kohli,stu226947@university.edu,00095220461,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-10-08,Other,2007-08-30,51/85; Chaudhary Nagar; Gangtok-237804,Yashvi Oza,5926877141,Active,B34047,SC,Yes,No,02721911467,A-,Higher Secondary Education,87,Yes,TCH1026
STU226948,Kevin Chaudhari,stu226948@university.edu,+918729515974,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-01-19,Male,2007-04-04,565; Yohannan Ganj; Panihati-980749,Qushi Narang,06652739339,Active,B34048,EWS,Yes,Yes,05260531238,AB-,Higher Secondary Education,95,Yes,TCH1024
STU226949,William Ganesan,stu226949@university.edu,3548692018,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-19,Female,2008-04-15,65; Radhakrishnan; Belgaum 102536,Samuel Shankar,+915317589690,Active,B34049,OBC,Yes,No,05576672234,AB+,Higher Secondary Education,90,No,TCH1007
STU226950,Anjali Rama,stu226950@university.edu,5776223532,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-02-02,Other,2003-10-28,040 Varkey Circle Orai-935512,Aarna Ram,2672993081,Active,B34050,SC,Yes,No,1626196239,B+,Higher Secondary Education,77,Yes,TCH1037
STU226951,Elijah Sibal,stu226951@university.edu,+919502977234,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-12-28,Other,2004-10-31,41/434 Raju Street; Hazaribagh 658273,Prisha Hayre,6284663922,Active,B34051,ST,No,No,09472740076,B+,Higher Secondary Education,87,Yes,TCH1051
STU226952,Shivansh Goyal,stu226952@university.edu,3407196831,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-07-10,Female,2005-06-03,187 Bhatt Street Siliguri-788641,Bhavya Amble,09588056656,Active,B34052,ST,No,Yes,01212701269,A+,Higher Secondary Education,61,No,TCH1021
STU226953,Gopal Garg,stu226953@university.edu,06510978128,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-11-17,Female,2004-01-23,823; Ramesh Ganj Dehri-336986,Wazir Hegde,5799718554,Active,B34053,ST,No,Yes,07755664392,AB-,Higher Secondary Education,73,Yes,TCH1028
STU226954,Ria Dalal,stu226954@university.edu,+911764044304,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-10-26,Other,2003-11-20,H.No. 97 Sachdeva Chowk Nashik 440713,Kabir Sodhi,+912353089820,Active,B34054,OBC,No,No,2777140173,O-,Higher Secondary Education,84,No,TCH1093
STU226955,Gautami Lad,stu226955@university.edu,+910633826207,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-09-19,Female,2007-12-07,H.No. 569 Soman Street Imphal 527895,Yashoda Sandhu,00831752366,Active,B34055,ST,No,Yes,7986900700,AB+,Higher Secondary Education,71,No,TCH1022
STU226956,Pushti Saha,stu226956@university.edu,+910834591747,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-11,Other,2008-01-25,09/00 Chaudhuri Marg Gudivada-380908,Krisha Kibe,9326794163,Active,B34056,SC,Yes,Yes,0970746889,O-,Higher Secondary Education,86,Yes,TCH1018
STU226957,Darpan Sehgal,stu226957@university.edu,8563703649,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-02-02,Female,2006-05-14,99 Khurana Road; Kollam-268927,Idika Sami,+916424776645,Active,B34057,General,Yes,No,+915023923971,O-,Higher Secondary Education,88,No,TCH1085
STU226958,Riya Natt,stu226958@university.edu,4314770007,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-03-23,Other,2006-12-25,18/26 Patel Chowk Saharsa 851015,Faras Tella,7178077504,Active,B34058,SC,Yes,No,+916387812505,A-,Higher Secondary Education,71,No,TCH1045
STU226959,Anvi Chaudhry,stu226959@university.edu,06202444738,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-05-01,Male,2006-03-08,12 Walla Path Navi Mumbai-611610,Christopher Bali,08944164011,Active,B34059,General,No,Yes,+910963785097,O+,Higher Secondary Education,90,Yes,TCH1019
STU226960,Jeet Kala,stu226960@university.edu,+915635643117,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-04-19,Other,2003-09-29,45/048; Tak Marg; Sambhal 565363,Aashi Sangha,05812902518,Active,B34060,ST,No,Yes,9290684393,A+,Higher Secondary Education,84,Yes,TCH1036
STU226961,Faras Nair,stu226961@university.edu,05969518988,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-08-25,Male,2004-12-17,H.No. 468; Ranganathan; Vellore-568919,Janani Konda,+919962986306,Active,B34061,ST,No,No,9098907427,B-,Higher Secondary Education,94,No,TCH1041
STU226962,Kashvi Palan,stu226962@university.edu,09692799504,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-07-01,Male,2007-05-12,93/91 Krishnan Road Guna-818285,Oeshi Kara,9049431396,Active,B34062,General,No,No,+917071360182,A-,Higher Secondary Education,82,Yes,TCH1065
STU226963,Nathaniel Shah,stu226963@university.edu,+913633149939,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-07-27,Other,2005-02-01,87/11 Date Marg; Rohtak 307534,Vansha Prabhu,06552354347,Active,B34063,ST,No,No,+914225054036,O-,Higher Secondary Education,90,Yes,TCH1015
STU226964,Pranit Nath,stu226964@university.edu,09396690525,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-12-26,Other,2005-04-06,591; Kant Nagar Sultan Pur Majra-539601,Chaitaly Patil,2742404146,Active,B34064,ST,Yes,Yes,4657803671,B+,Higher Secondary Education,75,Yes,TCH1049
STU226965,Vritti Chakrabarti,stu226965@university.edu,+915788024071,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-02-14,Female,2004-02-12,H.No. 037 Mane Ganj Shivpuri 151511,Manan Venkataraman,+919047943811,Active,B34065,General,No,No,+919913147287,B-,Higher Secondary Education,95,Yes,TCH1027
STU226966,Ekalinga Tandon,stu226966@university.edu,2662143403,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-04,Other,2007-05-01,H.No. 17; Bhattacharyya Chowk; Kottayam-371918,Victor Sen,2520429796,Active,B34066,EWS,No,No,+916116988906,B+,Higher Secondary Education,72,No,TCH1038
STU226967,Faris Yohannan,stu226967@university.edu,+917021265779,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-05-31,Female,2007-09-24,59 Venkatesh Ganj Kakinada 490530,Dalaja Bhakta,04597226616,Active,B34067,General,Yes,Yes,1260298691,AB+,Higher Secondary Education,83,No,TCH1029
STU226968,Manthan Dayal,stu226968@university.edu,00962316608,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-25,Other,2005-10-23,H.No. 945 Dhar Road; Allahabad-847405,Ronith Mallick,7951079886,Active,B34068,SC,Yes,No,04692161550,A+,Higher Secondary Education,81,Yes,TCH1008
STU226969,Charles Pal,stu226969@university.edu,7605312321,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-08-19,Female,2005-11-25,43/38; Borde Zila; Kolkata 014404,Yug Patel,7191076075,Active,B34069,General,Yes,No,7330292615,O+,Higher Secondary Education,86,Yes,TCH1048
STU226970,Gaurang Dasgupta,stu226970@university.edu,+914306097580,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-03-07,Other,2003-01-03,H.No. 84; Chakraborty Chowk; Malda-199539,Umang Lad,6429087101,Active,B34070,SC,Yes,No,08752175212,B-,Higher Secondary Education,92,Yes,TCH1044
STU226971,Sachi Vohra,stu226971@university.edu,06466486206,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-02-15,Male,2006-09-09,H.No. 526 Gupta Path; Secunderabad 460041,Vidhi Mital,3901598208,Active,B34071,OBC,No,No,+910208660854,A+,Higher Secondary Education,70,Yes,TCH1014
STU226972,Jeremiah Seth,stu226972@university.edu,+913153185841,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-07-19,Other,2005-08-05,28/88 Balay Path Ichalkaranji-506582,Reva Mahal,8209599442,Active,B34072,ST,No,Yes,05299412991,B+,Higher Secondary Education,94,Yes,TCH1068
STU226973,Bahadurjit Sunder,stu226973@university.edu,02363983220,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-11-21,Female,2002-09-21,842 Bhatti Marg; Dhanbad-657433,Vrinda Kumar,4991491775,Active,B34073,EWS,No,No,0343420581,O+,Higher Secondary Education,66,No,TCH1071
STU226974,Siddharth Sachdeva,stu226974@university.edu,09402256952,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-08-24,Female,2007-08-09,H.No. 070; Suresh Chowk Siliguri-272506,Qabil De,+915692925981,Active,B34074,SC,Yes,No,05290855749,A-,Higher Secondary Education,64,No,TCH1031
STU226975,Dalaja Gokhale,stu226975@university.edu,7931550436,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-01-13,Male,2002-11-11,44/33 Krishna Marg Nanded-440315,Chakradhar Pal,+912141211360,Active,B34075,ST,No,No,00480900337,AB+,Higher Secondary Education,72,No,TCH1060
STU226976,Rohan Nigam,stu226976@university.edu,+914836797348,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-05-21,Male,2003-05-18,H.No. 600; Saraf Marg Aurangabad-987766,Finn Padmanabhan,+919609807124,Active,B34076,General,Yes,No,04877016892,B+,Higher Secondary Education,87,No,TCH1071
STU226977,Shivansh Gupta,stu226977@university.edu,01910679787,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-02-21,Female,2008-03-24,84/08 Peri Circle South Dumdum 736217,Abhimanyu Yadav,06202316045,Active,B34077,ST,No,Yes,8134363525,A-,Higher Secondary Education,81,No,TCH1052
STU226978,Logan Palla,stu226978@university.edu,3958273235,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2025-01-30,Female,2006-08-26,91/67; Mody Circle Karaikudi 890754,Hiral Pai,1778931555,Active,B34078,General,No,No,3597731998,A+,Higher Secondary Education,83,No,TCH1066
STU226979,Kamya Bhatia,stu226979@university.edu,+914646471400,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-08-08,Female,2004-10-12,80/96 Narayan Street; Chinsurah 003956,Yashica Ramaswamy,01306437255,Active,B34079,ST,Yes,Yes,+914773671089,O-,Higher Secondary Education,94,Yes,TCH1087
STU226980,Jagvi Chakraborty,stu226980@university.edu,04720688279,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-03-16,Male,2004-12-26,H.No. 61; Pingle Ganj Tiruvottiyur-706491,Jagvi Pingle,+910368897584,Active,B34080,SC,No,Yes,4045025812,A+,Higher Secondary Education,88,No,TCH1070
STU226981,Luke Saxena,stu226981@university.edu,+919111275341,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,1,2024-07-23,Male,2007-06-09,26/87 Kanda Marg Sambalpur-351875,Samar Parmar,09205675953,Active,B34081,ST,No,Yes,1619072934,O-,Higher Secondary Education,72,Yes,TCH1015
STU226982,Zashil Jani,stu226982@university.edu,01042005019,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-06-30,Other,2005-04-07,745; Johal Marg; Tumkur-779356,Maanas Goel,1494256052,Active,B34082,EWS,No,No,+913861839713,AB-,Higher Secondary Education,69,Yes,TCH1061
STU226983,Ojasvi Thakur,stu226983@university.edu,+919625167463,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-26,Female,2005-08-04,313 Salvi Circle; Bhind 424399,Sanaya Merchant,01602330001,Active,B34083,ST,No,No,+914633247570,B-,Higher Secondary Education,95,No,TCH1072
STU226984,Vedhika Narang,stu226984@university.edu,04412772927,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-06-17,Female,2008-06-09,30 Modi Zila Aizawl 731624,Vamakshi Cherian,3371408106,Active,B34084,OBC,Yes,No,05729066456,AB+,Higher Secondary Education,66,No,TCH1048
STU226985,Gavin Iyengar,stu226985@university.edu,00765772573,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2025-01-04,Other,2003-04-07,74/876; Arora Circle; Bilaspur-815900,Bhavna Jhaveri,03911786294,Active,B34085,SC,No,No,02925615085,B-,Higher Secondary Education,95,Yes,TCH1044
STU226986,Bhavna Lalla,stu226986@university.edu,5247265785,B34,B34,Computer Science Engineering,B,Campus-15B,08:00-14:30,1,2,2024-12-23,Other,2007-09-26,972; Trivedi Road; Bokaro 262010,Wridesh Khare,05942109364,Active,B34086,ST,No,Yes,7869104452,A-,Higher Secondary Education,82,No,TCH1011
